element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""728.471""","=""0.010""","=""728.4748""","=""0.0042""","=""10w""","=""""",,"=""15069.93""","=""28797.24""","=""5d4.6s2""","=""3H""","=""5""","=""5d4.6s.(6D).6p""","=""7D*""","=""4""",,"=""""","=""L153""",
W,1,"=""728.499""","=""0.010""","=""""","=""""","=""10w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""728.782""","=""0.010""","=""728.7833""","=""0.0042""","=""60""","=""1.47e+05""",C,"=""19648.54""","=""33370.04""","=""5d5.(4G).6s""","=""5G""","=""6""","=""5d4.6s.(6D).6p""","=""5F*""","=""5""",,"=""T4976""","=""L153""",
W,1,"=""729.049""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""729.375""","=""0.010""","=""729.3733""","=""0.0043""","=""8w""","=""""",,"=""13777.71""","=""27488.11""","=""5d4.6s2""","=""3F2""","=""2""","=""5d5.(6S).6p""","=""7P*""","=""3""",,"=""""","=""L153""",
W,1,"=""729.398""","=""0.010""","=""729.3941""","=""0.0043""","=""6w""","=""""",,"=""27213.82""","=""40923.83""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""729.717""","=""0.010""","=""729.7129""","=""0.0043""","=""8""","=""""",,"=""19253.56""","=""32957.58""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""729.812""","=""0.010""","=""729.8082""","=""0.0043""","=""5""","=""""",,"=""28898.96""","=""42601.19""","=""5d4.6s2""","=""3P1""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""729.856""","=""0.010""","=""729.8556""","=""0.0043""","=""80""","=""""",,"=""19256.24""","=""32957.58""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""729.888""","=""0.010""","=""729.8849""","=""0.0043""","=""15""","=""""",,"=""18116.84""","=""31817.63""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""730.026""","=""0.010""","=""730.0251""","=""0.0043""","=""18""","=""""",,"=""27213.82""","=""40911.98""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""730.390""","=""0.010""","=""730.3919""","=""0.0043""","=""1""","=""""",,"=""23982.80""","=""37674.08""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""731.044""","=""0.010""","=""731.0417""","=""0.0037""","=""3""","=""""",,"=""15460.01""","=""29139.12""","=""5d4.6s2""","=""3D""","=""3""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",,"=""""","=""L153""",
W,1,"=""731.115""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""731.228""","=""0.010""","=""731.2304""","=""0.0037""","=""3""","=""""",,"=""44919.84""","=""58595.42""","=""5d4.6s.(6D).7s""","=""7D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153c23""",
W,1,"=""731.292""","=""0.010""","=""731.2866""","=""0.0037""","=""3""","=""""",,"=""28898.96""","=""42573.49""","=""5d4.6s2""","=""3P1""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""731.501""","=""0.010""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""732.097""","=""0.010""","=""732.0960""","=""0.0038""","=""1""","=""""",,"=""31077.80""","=""44737.21""","=""""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153,L416""",
W,1,"=""732.431""","=""0.010""","=""732.4290""","=""0.0038""","=""3""","=""""",,"=""32135.94""","=""45789.14""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""732.681""","=""0.010""","=""732.6802""","=""0.0038""","=""2""","=""""",,"=""24610.88""","=""38259.40""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""732.770""","=""0.010""","=""732.7725""","=""0.0038""","=""1""","=""""",,"=""30374.20""","=""44021.00""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""733.695""","=""0.010""","=""733.6876""","=""0.0038""","=""1""","=""""",,"=""38748.44""","=""52378.22""","=""""","=""*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L153c23""",
W,1,"=""733.951""","=""0.010""","=""733.9493""","=""0.0038""","=""3""","=""""",,"=""29853.66""","=""43478.58""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""734.244""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""734.651""","=""0.010""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""734.993""","=""0.010""","=""734.9904""","=""0.0038""","=""12""","=""""",,"=""22476.68""","=""36082.30""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""735.338""","=""0.010""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""735.703""","=""0.010""","=""735.7020""","=""0.0038""","=""8""","=""""",,"=""34485.86""","=""48078.32""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""2""",,"=""""","=""L153""",
W,1,"=""736.372""","=""0.010""","=""736.3738""","=""0.0038""","=""6""","=""""",,"=""28291.88""","=""41871.94""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""736.576""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""736.719""","=""0.010""","=""736.7166""","=""0.0038""","=""8""","=""""",,"=""36082.30""","=""49656.04""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
W,1,"=""736.835""","=""0.010""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""737.051""","=""0.010""","=""737.0435""","=""0.0038""","=""10*""","=""""",,"=""27849.80""","=""41417.52""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""737.051""","=""0.010""","=""737.0457""","=""0.0038""","=""10*""","=""""",,"=""44919.84""","=""58487.52""","=""5d4.6s.(6D).7s""","=""7D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153c23""",
W,1,"=""737.493""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""737.928""","=""0.010""","=""737.9262""","=""0.0038""","=""2""","=""""",,"=""31389.08""","=""44940.57""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""738.334""","=""0.010""","=""738.3343""","=""0.0038""","=""15""","=""1.66e+04""",D,"=""19826.04""","=""33370.04""","=""5d4.6s2""","=""3G""","=""5""","=""5d4.6s.(6D).6p""","=""5F*""","=""5""",,"=""T4976""","=""L153""",
W,1,"=""738.615""","=""0.010""","=""738.6048""","=""0.0038""","=""8w""","=""""",,"=""32957.58""","=""46496.62""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""7D""","=""3""",,"=""""","=""L153""",
W,1,"=""738.711""","=""0.010""","=""738.7079""","=""0.0038""","=""60""","=""""",,"=""18280.48""","=""31817.63""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""738.765""","=""0.010""","=""738.7587""","=""0.0038""","=""4""","=""""",,"=""23930.08""","=""37466.30""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""738.838""","=""0.010""","=""738.8351""","=""0.0038""","=""1""","=""""",,"=""31389.08""","=""44923.90""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""738.859""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""739.106""","=""0.010""","=""739.1021""","=""0.0038""","=""6""","=""""",,"=""28204.20""","=""41734.13""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""739.216""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""739.409""","=""0.010""","=""739.4076""","=""0.0038""","=""3""","=""""",,"=""28347.60""","=""41871.94""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""741.286""","=""0.010""","=""741.2822""","=""0.0038""","=""2""","=""""",,"=""28204.20""","=""41694.34""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""741.833""","=""0.010""","=""741.8266""","=""0.0039""","=""1*""","=""""",,"=""29430.50""","=""42910.74""","=""""","=""""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
W,1,"=""741.833""","=""0.010""","=""741.8392""","=""0.0039""","=""1*""","=""""",,"=""37414.11""","=""50894.12""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L416""",
W,1,"=""741.868""","=""0.010""","=""741.8601""","=""0.0039""","=""1""","=""""",,"=""17107.01""","=""30586.64""","=""5d4.6s2""","=""3F2""","=""4""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""",,"=""""","=""L153""",
W,1,"=""743.115""","=""0.010""","=""743.1132""","=""0.0039""","=""5""","=""""",,"=""27670.48""","=""41127.38""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
W,1,"=""743.383""","=""0.010""","=""743.3822""","=""0.0039""","=""2""","=""""",,"=""27213.82""","=""40665.85""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""743.545""","=""0.010""","=""743.5420""","=""0.0039""","=""3*""","=""""",,"=""23455.02""","=""36904.16""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""743.545""","=""0.010""","=""743.5464""","=""0.0039""","=""3*""","=""""",,"=""37674.08""","=""51123.14""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L153""",
W,1,"=""743.924""","=""0.010""","=""743.9231""","=""0.0039""","=""8*""","=""""",,"=""28291.88""","=""41734.13""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""743.924""","=""0.010""","=""743.9275""","=""0.0039""","=""8*""","=""""",,"=""24610.88""","=""38053.05""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""744.150""","=""0.010""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""745.026""","=""0.010""","=""745.0288""","=""0.0039""","=""6w""","=""""",,"=""22852.80""","=""36275.10""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""745.344""","=""0.010""","=""745.3387""","=""0.0039""","=""15*""","=""""",,"=""24789.66""","=""38206.38""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""745.344""","=""0.010""","=""745.3392""","=""0.0039""","=""15*""","=""""",,"=""22773.78""","=""36190.49""","=""5d5.(4D).6s""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""745.413""","=""0.010""","=""745.4131""","=""0.0039""","=""2w""","=""""",,"=""32135.94""","=""45551.32""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""745.842""","=""0.010""","=""745.8395""","=""0.0039""","=""10""","=""""",,"=""26861.64""","=""40269.35""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""746.132""","=""0.010""","=""746.1317""","=""0.0039""","=""12""","=""""",,"=""28291.88""","=""41694.34""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""746.425""","=""0.010""","=""746.4168""","=""0.0039""","=""4""","=""""",,"=""29853.66""","=""43251.00""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""746.817""","=""0.010""","=""746.8126""","=""0.0039""","=""5""","=""""",,"=""24610.88""","=""38001.12""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""746.980""","=""0.010""","=""746.9772""","=""0.0039""","=""2""","=""""",,"=""34302.04""","=""47689.33""","=""5d5.(2G2).6s""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""747.028""","=""0.010""","=""747.0196""","=""0.0039""","=""8*""","=""""",,"=""28347.60""","=""41734.13""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""747.028""","=""0.010""","=""747.0307""","=""0.0039""","=""8*""","=""""",,"=""37414.11""","=""50800.44""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153c23""",
W,1,"=""747.247""","=""0.010""","=""747.2501""","=""0.0039""","=""7""","=""""",,"=""32378.40""","=""45760.80""","=""5d5.(2D3).6s""","=""3D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""747.362""","=""0.010""","=""747.3607""","=""0.0039""","=""15""","=""""",,"=""33291.80""","=""46672.22""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""747.596""","=""0.010""","=""747.5931""","=""0.0039""","=""1""","=""""",,"=""35299.82""","=""48676.08""","=""""","=""""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
W,1,"=""748.541""","=""0.010""","=""748.5355""","=""0.0039""","=""30""","=""3.1e+05""",B,"=""20983.02""","=""34342.44""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
W,1,"=""749.156""","=""0.010""","=""749.1568""","=""0.0039""","=""4""","=""""",,"=""27849.80""","=""41198.14""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""749.514""","=""0.010""","=""749.5111""","=""0.0039""","=""3""","=""""",,"=""16431.31""","=""29773.34""","=""5d4.6s2""","=""3G""","=""4""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""",,"=""""","=""L153""",
W,1,"=""750.002""","=""0.010""","=""750.0047""","=""0.0039""","=""2""","=""""",,"=""33291.80""","=""46625.05""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""750.620""","=""0.010""","=""750.6178""","=""0.0039""","=""40""","=""""",,"=""13307.10""","=""26629.46""","=""5d4.6s2""","=""3P2""","=""1""","=""5d4.6s.(6D).6p""","=""5D*""","=""0""",,"=""""","=""L153""",
W,1,"=""750.666""","=""0.010""","=""750.6583""","=""0.0039""","=""2""","=""""",,"=""27849.80""","=""41171.44""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""750.928""","=""0.010""","=""750.9244""","=""0.0039""","=""1""","=""""",,"=""33141.38""","=""46458.30""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""1""",,"=""""","=""L153""",
W,1,"=""750.995""","=""0.010""","=""750.9926""","=""0.0039""","=""6""","=""""",,"=""32135.94""","=""45451.65""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""751.107""","=""0.010""","=""751.1060""","=""0.0039""","=""40""","=""1.5e+05""",D,"=""19827.68""","=""33141.38""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""751.715""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""752.273""","=""0.010""","=""752.2694""","=""0.0040""","=""20""","=""""",,"=""19535.01""","=""32828.12""","=""5d5.(4G).6s""","=""5G""","=""5""","=""5d4.6s.(6D).6p""","=""5D*""","=""4""",,"=""""","=""L153""",
W,1,"=""752.366""","=""0.010""","=""752.3662""","=""0.0040""","=""6*""","=""""",,"=""34302.04""","=""47593.44""","=""5d5.(2G2).6s""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""752.366""","=""0.010""","=""752.3707""","=""0.0040""","=""6*""","=""""",,"=""28291.88""","=""41583.20""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""752.761""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""753.445""","=""0.010""","=""753.4444""","=""0.0040""","=""1""","=""""",,"=""36082.30""","=""49354.68""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""7D""","=""5""",,"=""""","=""L153""",
W,1,"=""753.953""","=""0.010""","=""753.9482""","=""0.0040""","=""50*""","=""""",,"=""18974.51""","=""32238.02""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""753.953""","=""0.010""","=""753.9551""","=""0.0040""","=""50*""","=""""",,"=""24789.66""","=""38053.05""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""754.003""","=""0.010""","=""754.0000""","=""0.0040""","=""10""","=""""",,"=""27213.82""","=""40476.42""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""754.497""","=""0.010""","=""754.5000""","=""0.0040""","=""4w""","=""""",,"=""38748.44""","=""52002.25""","=""""","=""*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L153c23""",
W,1,"=""754.554""","=""0.010""","=""""","=""""","=""1w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""755.256""","=""0.010""","=""755.2499""","=""0.0040""","=""40""","=""1.5e+05""",C,"=""18082.83""","=""31323.48""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""755.865""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""756.376""","=""0.010""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""756.508""","=""0.010""","=""756.5052""","=""0.0040""","=""2""","=""""",,"=""23455.02""","=""36673.70""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""756.646""","=""0.010""","=""756.6426""","=""0.0040""","=""4""","=""""",,"=""23930.08""","=""37146.36""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""757.144""","=""0.010""","=""757.1427""","=""0.0040""","=""2""","=""""",,"=""28291.88""","=""41499.43""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""757.200""","=""0.010""","=""757.1949""","=""0.0040""","=""80""","=""3.73e+05""",C,"=""18116.84""","=""31323.48""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""757.693""","=""0.010""","=""757.6952""","=""0.0040""","=""2""","=""""",,"=""27670.48""","=""40868.40""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""757.890""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""758.402""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""758.426""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""758.497""","=""0.010""","=""758.4905""","=""0.0040""","=""50""","=""""",,"=""28233.44""","=""41417.52""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""759.264""","=""0.010""","=""759.2617""","=""0.0040""","=""1""","=""""",,"=""29430.50""","=""42601.19""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""759.746""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""760.015""","=""0.010""","=""760.0124""","=""0.0040""","=""1""","=""""",,"=""31389.08""","=""44546.76""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""760.287""","=""0.010""","=""760.2857""","=""0.0040""","=""10w""","=""""",,"=""39030.25""","=""52183.20""","=""""","=""*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,1,"=""760.357""","=""0.010""","=""760.3505""","=""0.0040""","=""15""","=""""",,"=""28347.60""","=""41499.43""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""760.894""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""761.006""","=""0.010""","=""761.0072""","=""0.0041""","=""3""","=""""",,"=""30374.20""","=""43514.68""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""761.428""","=""0.010""","=""761.4233""","=""0.0041""","=""50""","=""""",,"=""23455.02""","=""36588.32""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
W,1,"=""761.625""","=""0.010""","=""761.6204""","=""0.0041""","=""150""","=""""",,"=""19827.68""","=""32957.58""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""762.816""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""763.004""","=""0.010""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""763.100""","=""0.010""","=""763.1036""","=""0.0041""","=""8""","=""""",,"=""30374.20""","=""43478.58""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""763.234""","=""0.010""","=""763.2300""","=""0.0041""","=""10""","=""""",,"=""31817.63""","=""44919.84""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""7D""","=""2""",,"=""""","=""L153""",
W,1,"=""763.339""","=""0.010""","=""763.3413""","=""0.0041""","=""40""","=""""",,"=""27670.48""","=""40770.78""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""763.398""","=""0.010""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""763.967""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""764.001""","=""0.010""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""764.314""","=""0.010""","=""764.3133""","=""0.0041""","=""3""","=""""",,"=""29430.50""","=""42514.14""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
W,1,"=""764.444""","=""0.010""","=""764.4319""","=""0.0041""","=""3""","=""""",,"=""42251.51""","=""55333.12""","=""""","=""*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L153""",
W,1,"=""764.551""","=""0.010""","=""764.5505""","=""0.0041""","=""20""","=""""",,"=""36275.10""","=""49354.68""","=""""","=""*""","=""5""","=""5d4.6s.(6D).7s""","=""7D""","=""5""",,"=""""","=""L153""",
W,1,"=""764.619""","=""0.010""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""765.574""","=""0.010""","=""765.5690""","=""0.0041""","=""30""","=""""",,"=""27849.80""","=""40911.98""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""765.692""","=""0.010""","=""765.6862""","=""0.0041""","=""80""","=""1.2e+04""",D,"=""13307.10""","=""26367.28""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""765.859""","=""0.010""","=""765.8680""","=""0.0041""","=""2""","=""""",,"=""29853.66""","=""42910.74""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""765.959""","=""0.010""","=""765.9589""","=""0.0041""","=""10""","=""""",,"=""27213.82""","=""40269.35""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""766.005""","=""0.010""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
